factuurnummer,klantnummer,factuurdatum,bedrag_incl_btw,journaal_id,businesslijn,transactienummer
AB001496,C10028,2016-10-03,82.16,72,Verkoopboek abonnementen,22001
AB001497,C10029,2016-10-03,42.35,72,Verkoopboek abonnementen,22002
AB001498,C10030,2016-10-03,82.16,72,Verkoopboek abonnementen,22003
AB001499,C10035,2016-10-03,28.86,72,Verkoopboek abonnementen,22004
AB001500,C10036,2016-10-03,72.54,72,Verkoopboek abonnementen,22005
AB001501,C10037,2016-10-03,28.86,72,Verkoopboek abonnementen,22006
AB001502,C10041,2016-10-03,72.54,72,Verkoopboek abonnementen,22007
AB001503,C10043,2016-10-03,36.24,72,Verkoopboek abonnementen,22008
AB001504,C10044,2016-10-03,870.47,72,Verkoopboek abonnementen,22009
AB001505,C10046,2016-10-03,42.35,72,Verkoopboek abonnementen,22010
AB001506,C10047,2016-10-03,181.32,72,Verkoopboek abonnementen,22011
AB001507,C10049,2016-10-03,115.43,72,Verkoopboek abonnementen,22012
AB001509,C10052,2016-10-03,36.24,72,Verkoopboek abonnementen,22014
AB001510,C10054,2016-10-03,36.24,72,Verkoopboek abonnementen,22015
AB001511,C10054,2016-10-03,217.62,72,Verkoopboek abonnementen,22016
AB001512,C10056,2016-10-03,72.54,72,Verkoopboek abonnementen,22017
AB001513,C10058,2016-10-03,137.58,72,Verkoopboek abonnementen,22018
AB001515,C10060,2016-10-03,28.86,72,Verkoopboek abonnementen,22020
AB001516,C10062,2016-10-03,72.54,72,Verkoopboek abonnementen,22021
AB001517,C10063,2016-10-03,82.16,72,Verkoopboek abonnementen,22022
AB001518,C10064,2016-10-03,72.54,72,Verkoopboek abonnementen,22023
AB001519,C10065,2016-10-03,60.44,72,Verkoopboek abonnementen,22024
AB001520,C10065,2016-10-03,120.88,72,Verkoopboek abonnementen,22025
AB001521,C10067,2016-10-03,72.54,72,Verkoopboek abonnementen,22026
AB001522,C10068,2016-10-03,36.24,72,Verkoopboek abonnementen,22027
AB001523,C10071,2016-10-03,72.54,72,Verkoopboek abonnementen,22028
AB001524,C10074,2016-10-03,72.54,72,Verkoopboek abonnementen,22029
AB001525,C10076,2016-10-03,42.35,72,Verkoopboek abonnementen,22030
AB001526,C10080,2016-10-03,308.37,72,Verkoopboek abonnementen,22031
AB001527,C10083,2016-10-03,72.54,72,Verkoopboek abonnementen,22032
AB001528,C10084,2016-10-03,72.54,72,Verkoopboek abonnementen,22033
AB001529,C10084,2016-10-03,72.54,72,Verkoopboek abonnementen,22034
AB001530,C10086,2016-10-03,72.54,72,Verkoopboek abonnementen,22035
AB001531,C10087,2016-10-03,72.54,72,Verkoopboek abonnementen,22036
AB001532,C10089,2016-10-03,72.54,72,Verkoopboek abonnementen,22037
AB001533,C10094,2016-10-03,72.54,72,Verkoopboek abonnementen,22038
AB001534,C10099,2016-10-03,72.54,72,Verkoopboek abonnementen,22039
AB001535,C10101,2016-10-03,870.47,72,Verkoopboek abonnementen,22040
AB001536,C10102,2016-10-03,82.16,72,Verkoopboek abonnementen,22041
AB001537,C10105,2016-10-03,72.54,72,Verkoopboek abonnementen,22042
AB001538,C10106,2016-10-03,82.16,72,Verkoopboek abonnementen,22043
AB001539,C10107,2016-10-03,82.16,72,Verkoopboek abonnementen,22044
AB001540,C10107,2016-10-03,42.35,72,Verkoopboek abonnementen,22045
AB001541,C10107,2016-10-03,60.44,72,Verkoopboek abonnementen,22046
AB001542,C10113,2016-10-03,70.06,72,Verkoopboek abonnementen,22047
AB001543,C10116,2016-10-03,72.54,72,Verkoopboek abonnementen,22048
AB001544,C10117,2016-10-03,127.05,72,Verkoopboek abonnementen,22049
AB001546,C10121,2016-10-03,72.54,72,Verkoopboek abonnementen,22051
AB001547,C10122,2016-10-03,60.44,72,Verkoopboek abonnementen,22052
AB001548,C10129,2016-10-03,42.35,72,Verkoopboek abonnementen,22053
AB001550,C10132,2016-10-03,72.54,72,Verkoopboek abonnementen,22055
AB001552,C10135,2016-10-03,82.16,72,Verkoopboek abonnementen,22057
AB001553,C10136,2016-10-03,72.54,72,Verkoopboek abonnementen,22058
AB001554,C10139,2016-10-03,72.54,72,Verkoopboek abonnementen,22059
AB001555,C10140,2016-10-03,72.54,72,Verkoopboek abonnementen,22060
AB001556,C10140,2016-10-03,28.86,72,Verkoopboek abonnementen,22061
AB001557,C10142,2016-10-03,115.43,72,Verkoopboek abonnementen,22062
AB001558,C10143,2016-10-03,60.44,72,Verkoopboek abonnementen,22063
AB001559,C10144,2016-10-03,72.54,72,Verkoopboek abonnementen,22064
AB001560,C10149,2016-10-03,60.44,72,Verkoopboek abonnementen,22065
AB001561,C10150,2016-10-03,60.44,72,Verkoopboek abonnementen,22066
AB001562,C10151,2016-10-03,72.54,72,Verkoopboek abonnementen,22067
AB001563,C10156,2016-10-03,72.54,72,Verkoopboek abonnementen,22068
AB001564,C10157,2016-10-03,82.16,72,Verkoopboek abonnementen,22069
AB001565,C10162,2016-10-03,82.16,72,Verkoopboek abonnementen,22070
AB001566,C10162,2016-10-03,60.44,72,Verkoopboek abonnementen,22071
AB001568,C10170,2016-10-03,28.86,72,Verkoopboek abonnementen,22073
AB001569,C10173,2016-10-03,28.86,72,Verkoopboek abonnementen,22074
AB001570,C10176,2016-10-03,42.35,72,Verkoopboek abonnementen,22075
AB001571,C10181,2016-10-03,82.16,72,Verkoopboek abonnementen,22076
AB001572,C10185,2016-10-03,72.54,72,Verkoopboek abonnementen,22077
AB001573,C10186,2016-10-03,60.44,72,Verkoopboek abonnementen,22078
AB001574,C10005,2016-11-01,112.41,72,Verkoopboek abonnementen,22910
AB001575,C10007,2016-11-01,82.16,72,Verkoopboek abonnementen,22911
AB001576,C10009,2016-11-01,9.62,72,Verkoopboek abonnementen,22912
AB001578,C10012,2016-11-01,72.54,72,Verkoopboek abonnementen,22914
AB001579,C10013,2016-11-01,362.64,72,Verkoopboek abonnementen,22915
AB001580,C10018,2016-11-01,1028.5,72,Verkoopboek abonnementen,22916
AB001581,C10020,2016-11-01,72.54,72,Verkoopboek abonnementen,22917
AB001582,C10020,2016-11-01,72.54,72,Verkoopboek abonnementen,22918
AB001583,C10021,2016-11-01,60.44,72,Verkoopboek abonnementen,22919
AB001584,C10027,2016-11-01,72.54,72,Verkoopboek abonnementen,22920
AB001585,C10028,2016-11-01,82.16,72,Verkoopboek abonnementen,22921
AB001586,C10029,2016-11-01,42.35,72,Verkoopboek abonnementen,22922
AB001587,C10030,2016-11-01,82.16,72,Verkoopboek abonnementen,22923
AB001588,C10036,2016-11-01,72.54,72,Verkoopboek abonnementen,22924
AB001589,C10041,2016-11-01,72.54,72,Verkoopboek abonnementen,22925
AB001590,C10043,2016-11-01,36.24,72,Verkoopboek abonnementen,22926
AB001591,C10044,2016-11-01,72.54,72,Verkoopboek abonnementen,22927
AB001592,C10046,2016-11-01,42.35,72,Verkoopboek abonnementen,22928
AB001594,C10052,2016-11-01,36.24,72,Verkoopboek abonnementen,22930
AB001595,C10054,2016-11-01,36.24,72,Verkoopboek abonnementen,22931
AB001596,C10056,2016-11-01,72.54,72,Verkoopboek abonnementen,22932
AB001598,C10059,2016-11-01,362.64,72,Verkoopboek abonnementen,22934
AB001599,C10062,2016-11-01,72.54,72,Verkoopboek abonnementen,22935
AB001600,C10063,2016-11-01,82.16,72,Verkoopboek abonnementen,22936
AB001601,C10064,2016-11-01,72.54,72,Verkoopboek abonnementen,22937
AB001602,C10065,2016-11-01,60.44,72,Verkoopboek abonnementen,22938
AB001603,C10065,2016-11-01,60.44,72,Verkoopboek abonnementen,22939
AB001604,C10066,2016-11-01,199.65,72,Verkoopboek abonnementen,22940
AB001605,C10067,2016-11-01,72.54,72,Verkoopboek abonnementen,22941
AB001606,C10068,2016-11-01,36.24,72,Verkoopboek abonnementen,22942
AB001607,C10071,2016-11-01,72.54,72,Verkoopboek abonnementen,22943
AB001608,C10072,2016-11-01,127.05,72,Verkoopboek abonnementen,22944
AB001609,C10073,2016-11-01,870.47,72,Verkoopboek abonnementen,22945
AB001610,C10074,2016-11-01,72.54,72,Verkoopboek abonnementen,22946
AB001611,C10076,2016-11-01,42.35,72,Verkoopboek abonnementen,22947
AB001612,C10076,2016-11-01,127.05,72,Verkoopboek abonnementen,22948
AB001613,C10080,2016-11-01,508.2,72,Verkoopboek abonnementen,22949
AB001614,C10083,2016-11-01,28.86,72,Verkoopboek abonnementen,22950
AB001615,C10083,2016-11-01,72.54,72,Verkoopboek abonnementen,22951
AB001616,C10084,2016-11-01,72.54,72,Verkoopboek abonnementen,22952
AB001617,C10084,2016-11-01,72.54,72,Verkoopboek abonnementen,22953
AB001618,C10086,2016-11-01,72.54,72,Verkoopboek abonnementen,22954
AB001619,C10087,2016-11-01,72.54,72,Verkoopboek abonnementen,22955
AB001620,C10089,2016-11-01,72.54,72,Verkoopboek abonnementen,22956
AB001621,C10094,2016-11-01,72.54,72,Verkoopboek abonnementen,22957
AB001622,C10096,2016-11-01,870.47,72,Verkoopboek abonnementen,22958
AB001623,C10099,2016-11-01,72.54,72,Verkoopboek abonnementen,22959
AB001624,C10100,2016-11-01,217.62,72,Verkoopboek abonnementen,22960
AB001625,C10101,2016-11-01,72.54,72,Verkoopboek abonnementen,22961
AB001626,C10102,2016-11-01,82.16,72,Verkoopboek abonnementen,22962
AB001627,C10105,2016-11-01,72.54,72,Verkoopboek abonnementen,22963
AB001628,C10106,2016-11-01,82.16,72,Verkoopboek abonnementen,22964
AB001629,C10107,2016-11-01,82.16,72,Verkoopboek abonnementen,22965
AB001630,C10107,2016-11-01,42.35,72,Verkoopboek abonnementen,22966
AB001631,C10107,2016-11-01,60.44,72,Verkoopboek abonnementen,22967
AB001632,C10113,2016-11-01,70.06,72,Verkoopboek abonnementen,22968
AB001633,C10116,2016-11-01,72.54,72,Verkoopboek abonnementen,22969
AB001635,C10121,2016-11-01,72.54,72,Verkoopboek abonnementen,22971
AB001636,C10122,2016-11-01,60.44,72,Verkoopboek abonnementen,22972
AB001637,C10129,2016-11-01,181.32,72,Verkoopboek abonnementen,22973
AB001638,C10129,2016-11-01,42.35,72,Verkoopboek abonnementen,22974
AB001640,C10132,2016-11-01,72.54,72,Verkoopboek abonnementen,22976
AB001642,C10135,2016-11-01,82.16,72,Verkoopboek abonnementen,22978
AB001643,C10136,2016-11-01,72.54,72,Verkoopboek abonnementen,22979
AB001644,C10139,2016-11-01,72.54,72,Verkoopboek abonnementen,22980
AB001645,C10140,2016-11-01,72.54,72,Verkoopboek abonnementen,22981
AB001646,C10143,2016-11-01,60.44,72,Verkoopboek abonnementen,22982
AB001647,C10143,2016-11-01,28.86,72,Verkoopboek abonnementen,22983
AB001648,C10144,2016-11-01,72.54,72,Verkoopboek abonnementen,22984
AB001649,C10149,2016-11-01,60.44,72,Verkoopboek abonnementen,22985
AB001650,C10150,2016-11-01,60.44,72,Verkoopboek abonnementen,22986
AB001651,C10151,2016-11-01,72.54,72,Verkoopboek abonnementen,22987
AB001652,C10153,2016-11-01,127.05,72,Verkoopboek abonnementen,22988
AB001653,C10156,2016-11-01,72.54,72,Verkoopboek abonnementen,22989
AB001654,C10157,2016-11-01,82.16,72,Verkoopboek abonnementen,22990
AB001655,C10162,2016-11-01,82.16,72,Verkoopboek abonnementen,22991
AB001656,C10162,2016-11-01,60.44,72,Verkoopboek abonnementen,22992
AB001657,C10169,2016-11-01,28.86,72,Verkoopboek abonnementen,22993
AB001658,C10176,2016-11-01,42.35,72,Verkoopboek abonnementen,22994
AB001659,C10179,2016-11-01,308.37,72,Verkoopboek abonnementen,22995
AB001660,C10181,2016-11-01,82.16,72,Verkoopboek abonnementen,22996
AB001661,C10183,2016-11-01,28.86,72,Verkoopboek abonnementen,22997
AB001662,C10185,2016-11-01,72.54,72,Verkoopboek abonnementen,22998
AB001663,C10186,2016-11-01,60.44,72,Verkoopboek abonnementen,22999
AB001664,C10005,2016-12-01,112.41,72,Verkoopboek abonnementen,23847
AB001665,C10007,2016-12-01,82.16,72,Verkoopboek abonnementen,23848
AB001666,C10009,2016-12-01,9.62,72,Verkoopboek abonnementen,23849
AB001668,C10012,2016-12-01,72.54,72,Verkoopboek abonnementen,23851
AB001669,C10018,2016-12-01,1028.5,72,Verkoopboek abonnementen,23852
AB001670,C10020,2016-12-01,72.54,72,Verkoopboek abonnementen,23853
AB001671,C10020,2016-12-01,72.54,72,Verkoopboek abonnementen,23854
AB001672,C10021,2016-12-01,60.44,72,Verkoopboek abonnementen,23855
AB001673,C10024,2016-12-01,870.47,72,Verkoopboek abonnementen,23856
AB001674,C10027,2016-12-01,72.54,72,Verkoopboek abonnementen,23857
AB001675,C10027,2016-12-01,115.43,72,Verkoopboek abonnementen,23858
AB001676,C10028,2016-12-01,82.16,72,Verkoopboek abonnementen,23859
AB001677,C10029,2016-12-01,42.35,72,Verkoopboek abonnementen,23860
AB001678,C10029,2016-12-01,127.05,72,Verkoopboek abonnementen,23861
AB001679,C10030,2016-12-01,82.16,72,Verkoopboek abonnementen,23862
AB001680,C10036,2016-12-01,72.54,72,Verkoopboek abonnementen,23863
AB001681,C10041,2016-12-01,72.54,72,Verkoopboek abonnementen,23864
AB001682,C10043,2016-12-01,36.24,72,Verkoopboek abonnementen,23865
AB001683,C10044,2016-12-01,72.54,72,Verkoopboek abonnementen,23866
AB001684,C10046,2016-12-01,42.35,72,Verkoopboek abonnementen,23867
AB001686,C10052,2016-12-01,36.24,72,Verkoopboek abonnementen,23869
AB001687,C10053,2016-12-01,28.86,72,Verkoopboek abonnementen,23870
AB001688,C10054,2016-12-01,36.24,72,Verkoopboek abonnementen,23871
AB001689,C10056,2016-12-01,72.54,72,Verkoopboek abonnementen,23872
AB001691,C10062,2016-12-01,72.54,72,Verkoopboek abonnementen,23874
AB001692,C10063,2016-12-01,82.16,72,Verkoopboek abonnementen,23875
AB001693,C10064,2016-12-01,72.54,72,Verkoopboek abonnementen,23876
AB001694,C10065,2016-12-01,60.44,72,Verkoopboek abonnementen,23877
AB001695,C10065,2016-12-01,60.44,72,Verkoopboek abonnementen,23878
AB001696,C10067,2016-12-01,72.54,72,Verkoopboek abonnementen,23879
AB001697,C10068,2016-12-01,36.24,72,Verkoopboek abonnementen,23880
AB001698,C10071,2016-12-01,72.54,72,Verkoopboek abonnementen,23881
AB001699,C10073,2016-12-01,72.54,72,Verkoopboek abonnementen,23882
AB001700,C10074,2016-12-01,72.54,72,Verkoopboek abonnementen,23883
AB001701,C10076,2016-12-01,42.35,72,Verkoopboek abonnementen,23884
AB001702,C10080,2016-12-01,42.35,72,Verkoopboek abonnementen,23885
AB001703,C10083,2016-12-01,72.54,72,Verkoopboek abonnementen,23886
AB001704,C10084,2016-12-01,72.54,72,Verkoopboek abonnementen,23887
AB001705,C10084,2016-12-01,72.54,72,Verkoopboek abonnementen,23888
AB001706,C10085,2016-12-01,28.86,72,Verkoopboek abonnementen,23889
AB001707,C10086,2016-12-01,72.54,72,Verkoopboek abonnementen,23890
AB001708,C10087,2016-12-01,72.54,72,Verkoopboek abonnementen,23891
AB001709,C10089,2016-12-01,72.54,72,Verkoopboek abonnementen,23892
AB001710,C10090,2016-12-01,217.62,72,Verkoopboek abonnementen,23893
AB001711,C10094,2016-12-01,72.54,72,Verkoopboek abonnementen,23894
AB001712,C10095,2016-12-01,127.05,72,Verkoopboek abonnementen,23895
AB001713,C10096,2016-12-01,72.54,72,Verkoopboek abonnementen,23896
AB001714,C10099,2016-12-01,72.54,72,Verkoopboek abonnementen,23897
AB001715,C10099,2016-12-01,127.05,72,Verkoopboek abonnementen,23898
AB001716,C10100,2016-12-01,870.47,72,Verkoopboek abonnementen,23899
AB001717,C10101,2016-12-01,72.54,72,Verkoopboek abonnementen,23900
AB001718,C10102,2016-12-01,82.16,72,Verkoopboek abonnementen,23901
AB001719,C10105,2016-12-01,72.54,72,Verkoopboek abonnementen,23902
AB001720,C10106,2016-12-01,82.16,72,Verkoopboek abonnementen,23903
AB001721,C10107,2016-12-01,82.16,72,Verkoopboek abonnementen,23904
AB001722,C10107,2016-12-01,42.35,72,Verkoopboek abonnementen,23905
AB001723,C10107,2016-12-01,60.44,72,Verkoopboek abonnementen,23906
AB001724,C10108,2016-12-01,28.86,72,Verkoopboek abonnementen,23907
AB001725,C10108,2016-12-01,120.88,72,Verkoopboek abonnementen,23908
AB001726,C10113,2016-12-01,70.06,72,Verkoopboek abonnementen,23909
AB001727,C10113,2016-12-01,28.86,72,Verkoopboek abonnementen,23910
AB001728,C10116,2016-12-01,72.54,72,Verkoopboek abonnementen,23911
AB001730,C10121,2016-12-01,72.54,72,Verkoopboek abonnementen,23913
AB001731,C10122,2016-12-01,60.44,72,Verkoopboek abonnementen,23914
AB001732,C10129,2016-12-01,115.43,72,Verkoopboek abonnementen,23915
AB001733,C10129,2016-12-01,42.35,72,Verkoopboek abonnementen,23916
AB001735,C10132,2016-12-01,72.54,72,Verkoopboek abonnementen,23918
AB001737,C10135,2016-12-01,82.16,72,Verkoopboek abonnementen,23920
AB001738,C10136,2016-12-01,72.54,72,Verkoopboek abonnementen,23921
AB001739,C10139,2016-12-01,72.54,72,Verkoopboek abonnementen,23922
AB001740,C10140,2016-12-01,72.54,72,Verkoopboek abonnementen,23923
AB001741,C10142,2016-12-01,120.88,72,Verkoopboek abonnementen,23924
AB001742,C10143,2016-12-01,60.44,72,Verkoopboek abonnementen,23925
AB001743,C10144,2016-12-01,72.54,72,Verkoopboek abonnementen,23926
AB001744,C10145,2016-12-01,28.86,72,Verkoopboek abonnementen,23927
AB001745,C10146,2016-12-01,398.94,72,Verkoopboek abonnementen,23928
AB001747,C10149,2016-12-01,60.44,72,Verkoopboek abonnementen,23930
AB001748,C10150,2016-12-01,60.44,72,Verkoopboek abonnementen,23931
AB001749,C10151,2016-12-01,72.54,72,Verkoopboek abonnementen,23932
AB001750,C10156,2016-12-01,72.54,72,Verkoopboek abonnementen,23933
AB001752,C10157,2016-12-01,82.16,72,Verkoopboek abonnementen,23935
AB001753,C10159,2016-12-01,308.37,72,Verkoopboek abonnementen,23936
AB001754,C10162,2016-12-01,82.16,72,Verkoopboek abonnementen,23937
AB001755,C10162,2016-12-01,60.44,72,Verkoopboek abonnementen,23938
AB001756,C10176,2016-12-01,42.35,72,Verkoopboek abonnementen,23939
AB001757,C10181,2016-12-01,82.16,72,Verkoopboek abonnementen,23940
AB001758,C10185,2016-12-01,72.54,72,Verkoopboek abonnementen,23941
AB001759,C10186,2016-12-01,60.44,72,Verkoopboek abonnementen,23942
CU000538,C10050,2016-01-25,907.5,73,Verkoopboek cursusadministratie,14718
CU000539,C10186,2016-01-25,907.5,73,Verkoopboek cursusadministratie,14719
CU000540,C10006,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14720
CU000541,C10007,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14721
CU000542,C10018,2016-01-25,907.5,73,Verkoopboek cursusadministratie,14722
CU000543,C10021,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14723
CU000544,C10002,2016-01-25,907.5,73,Verkoopboek cursusadministratie,14724
CU000545,C10026,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14725
CU000546,C10027,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14726
CU000547,C10032,2016-01-25,1385.45,73,Verkoopboek cursusadministratie,14727
CU000548,C10033,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14728
CU000549,C10034,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14729
CU000550,C10035,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14730
CU000551,C10036,2016-01-25,907.5,73,Verkoopboek cursusadministratie,14731
CU000552,C10037,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14732
CU000553,C10040,2016-01-25,1433.85,73,Verkoopboek cursusadministratie,14733
CU000554,C10042,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14734
CU000555,C10045,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14735
CU000556,C10046,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14736
CU000557,C10048,2016-01-25,2292.95,73,Verkoopboek cursusadministratie,14737
CU000558,C10049,2016-01-25,1863.4,73,Verkoopboek cursusadministratie,14738
CU000559,C10003,2016-01-25,1863.4,73,Verkoopboek cursusadministratie,14739
CU000560,C10052,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14740
CU000561,C10053,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14741
CU000562,C10054,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14742
CU000563,C10059,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14743
CU000564,C10060,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14744
CU000565,C10061,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14745
CU000566,C10074,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14746
CU000567,C10075,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14747
CU000568,C10076,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14748
CU000569,C10081,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14749
CU000570,C10087,2016-01-25,907.5,73,Verkoopboek cursusadministratie,14750
CU000571,C10095,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14751
CU000572,C10098,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14752
CU000573,C10119,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14753
CU000574,C10140,2016-01-25,907.5,73,Verkoopboek cursusadministratie,14754
CU000575,C10145,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14755
CU000576,C10147,2016-01-25,955.9,73,Verkoopboek cursusadministratie,14756
CU000577,C10157,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14757
CU000578,C10160,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14758
CU000579,C10183,2016-01-25,477.95,73,Verkoopboek cursusadministratie,14759
CU000580,C10186,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15379
CU000581,C10006,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15380
CU000582,C10007,2016-02-26,1191.85,73,Verkoopboek cursusadministratie,15381
CU000583,C10011,2016-02-26,955.9,73,Verkoopboek cursusadministratie,15382
CU000584,C10013,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15383
CU000585,C10015,2016-02-26,1082.95,73,Verkoopboek cursusadministratie,15384
CU000586,C10018,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15385
CU000587,C10021,2016-02-26,955.9,73,Verkoopboek cursusadministratie,15386
CU000588,C10022,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15387
CU000589,C10027,2016-02-26,1095.05,73,Verkoopboek cursusadministratie,15388
CU000590,C10028,2016-02-26,1191.85,73,Verkoopboek cursusadministratie,15389
CU000591,C10029,2016-02-26,1331,73,Verkoopboek cursusadministratie,15390
CU000592,C10032,2016-02-26,2764.85,73,Verkoopboek cursusadministratie,15391
CU000593,C10034,2016-02-26,2426.05,73,Verkoopboek cursusadministratie,15392
CU000594,C10035,2016-02-26,1082.95,73,Verkoopboek cursusadministratie,15393
CU000595,C10036,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15394
CU000596,C10037,2016-02-26,3406.15,73,Verkoopboek cursusadministratie,15395
CU000597,C10038,2016-02-26,1808.95,73,Verkoopboek cursusadministratie,15396
CU000598,C10039,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15397
CU000599,C10040,2016-02-26,1808.95,73,Verkoopboek cursusadministratie,15398
CU000600,C10042,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15399
CU000601,C10044,2016-02-26,3617.9,73,Verkoopboek cursusadministratie,15400
CU000602,C10045,2016-02-26,1191.85,73,Verkoopboek cursusadministratie,15401
CU000603,C10046,2016-02-26,2655.95,73,Verkoopboek cursusadministratie,15402
CU000604,C10047,2016-02-26,1191.85,73,Verkoopboek cursusadministratie,15403
CU000605,C10048,2016-02-26,1095.05,73,Verkoopboek cursusadministratie,15404
CU000606,C10003,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15405
CU000607,C10052,2016-02-26,2274.8,73,Verkoopboek cursusadministratie,15406
CU000608,C10053,2016-02-26,3605.8,73,Verkoopboek cursusadministratie,15407
CU000609,C10055,2016-02-26,1155.55,73,Verkoopboek cursusadministratie,15408
CU000610,C10058,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15409
CU000611,C10059,2016-02-26,1808.95,73,Verkoopboek cursusadministratie,15410
CU000612,C10062,2016-02-26,2383.7,73,Verkoopboek cursusadministratie,15411
CU000613,C10064,2016-02-26,1560.9,73,Verkoopboek cursusadministratie,15412
CU000614,C10005,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15413
CU000615,C10069,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15414
CU000616,C10071,2016-02-26,1095.05,73,Verkoopboek cursusadministratie,15415
CU000617,C10073,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15416
CU000618,C10074,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15417
CU000619,C10076,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15418
CU000620,C10077,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15419
CU000621,C10078,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15420
CU000622,C10082,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15421
CU000623,C10087,2016-02-26,1095.05,73,Verkoopboek cursusadministratie,15422
CU000624,C10102,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15423
CU000625,C10103,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15424
CU000626,C10112,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15425
CU000627,C10113,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15426
CU000628,C10119,2016-02-26,2625.7,73,Verkoopboek cursusadministratie,15427
CU000629,C10122,2016-02-26,1633.5,73,Verkoopboek cursusadministratie,15428
CU000630,C10123,2016-02-26,853.05,73,Verkoopboek cursusadministratie,15429
CU000631,C10124,2016-02-26,1331,73,Verkoopboek cursusadministratie,15430
CU000632,C10131,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15431
CU000633,C10135,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15432
CU000634,C10136,2016-02-26,1155.55,73,Verkoopboek cursusadministratie,15433
CU000635,C10142,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15434
CU000636,C10152,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15435
CU000637,C10156,2016-02-26,1082.95,73,Verkoopboek cursusadministratie,15436
CU000638,C10157,2016-02-26,1633.5,73,Verkoopboek cursusadministratie,15437
CU000639,C10167,2016-02-26,1082.95,73,Verkoopboek cursusadministratie,15438
CU000640,C10170,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15439
CU000641,C10176,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15440
CU000642,C10178,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15441
CU000643,C10179,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15442
CU000644,C10181,2016-02-26,1155.55,73,Verkoopboek cursusadministratie,15443
CU000645,C10182,2016-02-26,1155.55,73,Verkoopboek cursusadministratie,15444
CU000646,C10183,2016-02-26,477.95,73,Verkoopboek cursusadministratie,15445
CU000647,C10050,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16073
CU000648,C10020,2016-03-18,1191.85,73,Verkoopboek cursusadministratie,16074
CU000649,C10002,2016-03-18,4343.9,73,Verkoopboek cursusadministratie,16075
CU000650,C10027,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16076
CU000651,C10028,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16077
CU000652,C10029,2016-03-18,1082.95,73,Verkoopboek cursusadministratie,16078
